PHIX,MBVI,MPHI,Swirr_PHIX
0.4009169,0.11488,0.29898,0.2865431714153232
0.3947683,0.117965,0.294675,0.29882085263685054
0.3926872,0.12105,0.29037,0.30826062066703475
0.3825255,0.12134,0.29078,0.31720761099586825
0.3793636,0.12597,0.29135,0.3320561065953613
0.3676531,0.13768,0.28614,0.3744834464880073
0.3670399,0.14392,0.27566,0.3921099586175781
0.3727311,0.143415,0.26989,0.38476800030907
0.3728773,0.14291,0.26412,0.38326280521769496
0.3682821,0.15136,0.25923,0.4109892932618772
0.3654735,0.16656,0.26582,0.45573755689537
0.3382502,0.20406,0.3182,0.6032812397450171
0.3358168,0.25583,0.40602,0.7618141796360396
0.3359158,0.27659,0.43999,0.8233908616385416
0.3345291,0.29735,0.47396,0.8888613875444616
